Student_ID,Age,Gender,Department,CGPA,Sleep_Duration,Study_Hours,Social_Media_Hours,Physical_Activity,Stress_Level,Depression
2860,19,Female,Engineering,3.01,8.0,5.3,5.1,125,3,False
2861,22,Female,Science,3.77,7.8,2.1,4.3,66,2,False
2862,23,Male,Business,2.35,5.6,3.3,3.9,100,3,False
2863,21,Female,Business,2.83,9.5,3.8,6.0,48,4,False
2864,23,Female,Medical,3.31,7.0,4.0,1.4,81,3,False
2865,18,Female,Science,2.68,10.3,7.3,4.5,76,3,False
2866,23,Female,Medical,2.65,7.2,5.9,5.5,20,4,False
2867,24,Female,Medical,3.25,4.1,4.0,4.4,140,6,False
2868,22,Female,Science,3.59,5.2,6.8,1.5,6,5,False
2869,24,Male,Business,2.27,6.7,1.9,3.2,114,4,False
2870,21,Female,Arts,2.29,8.0,6.5,2.4,58,4,False
2871,21,Male,Engineering,2.58,6.2,4.5,1.7,71,3,False
2872,18,Female,Medical,2.55,7.8,4.1,4.5,76,3,False
2873,20,Female,Science,3.48,8.0,4.8,3.6,1,4,False
2874,23,Male,Science,2.54,4.9,2.7,1.2,115,5,False
2875,19,Female,Business,3.59,7.1,5.6,4.9,10,6,False
2876,20,Female,Medical,2.07,6.1,2.5,5.8,88,5,False
2877,18,Male,Medical,2.87,5.3,3.8,0.8,132,2,False
2878,22,Male,Engineering,3.49,6.5,3.7,2.6,52,6,False
2879,19,Male,Engineering,3.05,6.4,3.3,4.0,4,3,False
2880,19,Male,Business,3.89,7.7,7.7,1.9,83,3,True
2881,19,Female,Medical,2.53,11.2,3.9,6.0,81,2,False
2882,19,Female,Science,3.21,6.9,6.5,4.5,2,6,False
2883,24,Male,Science,2.62,6.6,6.0,3.5,41,4,False
2884,19,Female,Science,3.75,5.6,2.1,4.6,50,5,False
2885,23,Male,Business,2.04,5.5,6.5,0.7,138,4,True
2886,19,Male,Science,2.88,7.6,7.7,4.5,104,5,False
2887,23,Female,Arts,3.47,7.3,5.0,1.4,47,3,False
2888,22,Male,Science,3.36,9.9,5.9,2.8,92,2,False
2889,23,Female,Science,1.88,5.2,1.4,5.9,31,3,False
2890,21,Male,Science,2.21,4.7,1.7,6.8,19,7,False
2891,21,Female,Engineering,2.53,6.9,5.0,5.7,117,4,False
2892,22,Male,Medical,2.34,5.4,1.6,5.1,47,4,True
2893,18,Female,Arts,3.61,9.5,5.7,2.1,73,4,False
2894,19,Male,Arts,2.88,6.3,1.2,3.2,35,5,False
2895,19,Female,Science,3.69,5.6,5.6,4.0,106,2,False
2896,22,Female,Business,3.54,9.6,3.7,2.5,119,5,False
2897,19,Female,Business,2.39,8.5,6.7,2.5,94,3,False
2898,23,Female,Engineering,2.43,8.4,5.1,4.3,40,5,True
2899,21,Male,Science,2.25,6.5,4.7,5.3,120,5,True
2900,18,Female,Science,3.1,6.3,8.3,4.2,134,4,False
2901,22,Male,Engineering,2.41,8.4,4.2,3.2,90,3,False
2902,19,Male,Arts,3.22,7.6,3.4,4.9,65,5,True
2903,24,Female,Medical,3.49,6.3,3.7,1.5,126,3,False
2904,19,Female,Science,3.5,6.0,4.7,2.4,70,4,False
2905,21,Male,Arts,3.73,8.3,6.7,3.2,60,3,False
2906,22,Male,Medical,3.08,8.5,9.2,1.3,90,4,False
2907,19,Female,Science,2.28,9.1,2.0,2.3,106,5,False
2908,20,Male,Business,2.36,6.2,4.0,6.1,5,6,False
2909,23,Female,Science,2.54,5.8,6.8,3.9,34,3,False
2910,22,Female,Engineering,2.62,7.0,7.1,5.0,25,6,False
2911,20,Male,Business,3.05,6.6,5.4,0.9,4,4,False
2912,23,Female,Arts,3.12,6.5,5.8,4.1,89,2,False
2913,20,Male,Science,2.41,4.5,5.5,1.6,143,4,True
2914,19,Female,Engineering,2.02,5.8,0.9,0.5,43,5,False
2915,23,Female,Science,2.54,4.6,6.1,1.9,47,7,False
2916,19,Female,Arts,2.17,6.7,4.6,5.4,106,4,False
2917,23,Female,Medical,3.29,6.5,4.5,3.4,65,2,False
2918,19,Male,Business,3.72,8.4,9.2,4.3,48,6,False
2919,20,Male,Medical,3.33,7.7,0.6,2.1,9,5,False
2920,23,Female,Business,3.34,9.0,2.7,3.3,74,4,False
2921,22,Male,Business,3.09,8.8,2.2,4.7,125,4,False
2922,23,Female,Science,2.95,5.3,4.7,2.5,133,5,False
2923,22,Female,Medical,2.95,7.4,2.7,1.4,12,3,False
2924,24,Female,Medical,2.46,8.6,5.8,2.9,98,5,False
2925,24,Male,Science,3.49,7.6,2.9,2.5,62,2,False
2926,22,Male,Medical,2.05,9.1,4.8,4.4,43,4,False
2927,18,Female,Medical,2.89,5.8,6.0,2.6,101,3,False
2928,21,Female,Business,3.24,7.4,7.5,2.2,127,2,False
2929,22,Female,Medical,2.61,3.8,2.7,1.4,81,6,True
2930,23,Male,Science,2.76,4.4,2.9,2.8,131,5,False
2931,21,Male,Science,3.64,6.4,4.4,2.8,51,5,False
2932,22,Female,Science,2.1,5.7,6.0,2.7,27,5,False
2933,22,Female,Arts,2.65,5.2,5.9,4.8,116,3,False
2934,20,Male,Arts,3.02,7.0,2.0,2.3,50,4,False
2935,19,Female,Medical,2.42,5.8,5.7,4.7,91,5,True
2936,20,Male,Medical,3.41,5.8,2.0,5.3,115,3,False
2937,22,Male,Arts,3.2,5.8,4.8,3.1,18,5,False
2938,19,Female,Science,3.67,6.7,4.8,4.9,80,5,False
2939,20,Female,Engineering,3.28,6.8,0.8,3.2,23,5,True
2940,23,Male,Business,3.35,6.7,6.4,5.5,108,2,False
2941,20,Female,Arts,3.64,7.6,6.5,3.0,32,5,False
2942,21,Female,Science,3.13,5.0,2.1,3.3,130,5,False
2943,18,Male,Engineering,2.81,8.3,5.4,6.2,16,3,False
2944,21,Female,Business,3.04,7.2,3.8,2.9,40,4,False
2945,24,Male,Arts,3.37,6.8,3.2,4.1,0,4,False
2946,19,Female,Arts,2.14,10.0,5.0,4.5,25,3,False
2947,23,Male,Medical,2.95,5.6,2.3,7.6,74,3,False
2948,18,Male,Arts,2.42,6.0,4.2,3.7,72,3,True
2949,20,Female,Science,2.38,7.2,1.8,3.6,30,6,False
2950,20,Male,Science,2.31,7.6,4.7,4.7,146,3,False
2951,23,Male,Arts,2.34,8.3,6.7,2.2,76,2,False
2952,18,Female,Business,2.96,7.4,3.7,7.3,93,2,False
2953,24,Female,Business,2.19,8.3,4.2,2.5,101,2,False
2954,24,Male,Arts,2.9,6.9,3.9,3.0,12,5,False
2955,23,Female,Medical,2.9,6.8,5.4,2.0,43,5,False
2956,21,Female,Science,2.8,7.3,8.0,1.6,144,5,False
2957,20,Male,Medical,3.5,8.5,6.1,1.5,101,5,False
2958,22,Female,Business,4.0,8.6,8.7,3.5,5,6,False
2959,20,Male,Science,3.4,7.8,5.2,6.4,66,5,False
2960,20,Female,Engineering,3.43,6.2,1.8,6.1,3,3,False
2961,21,Male,Arts,3.48,7.9,3.7,5.0,118,2,False
2962,19,Female,Medical,2.48,6.2,5.9,2.3,88,5,True
2963,22,Male,Arts,3.68,6.4,6.2,3.3,41,6,False
2964,21,Female,Medical,3.4,6.6,3.0,5.3,120,2,False
2965,19,Female,Business,2.36,9.0,2.1,0.3,118,5,False
2966,19,Male,Medical,2.28,8.6,3.0,4.8,3,6,False
2967,18,Female,Science,2.83,6.3,6.5,6.2,87,3,False
2968,23,Male,Medical,2.34,7.0,3.3,5.1,18,4,False
2969,23,Male,Arts,3.33,6.6,5.2,6.2,74,3,False
2970,23,Male,Arts,2.98,9.3,3.3,0.9,105,4,False
2971,20,Female,Arts,2.82,4.4,7.8,3.8,111,5,False
2972,18,Female,Engineering,2.59,8.8,6.4,3.2,33,4,False
2973,20,Male,Arts,3.38,9.1,1.8,4.0,106,5,False
2974,21,Male,Arts,2.08,9.4,3.0,1.8,117,3,False
2975,18,Male,Engineering,3.4,6.3,2.5,2.5,64,3,False
2976,24,Male,Arts,2.28,6.3,4.2,2.3,79,5,False
2977,18,Male,Business,2.55,7.0,5.9,3.3,12,3,False
2978,19,Male,Science,3.33,4.1,8.6,3.1,131,6,False
2979,20,Female,Business,2.41,7.1,3.3,4.2,9,4,False
2980,21,Male,Business,2.57,8.4,5.3,2.1,110,2,False
2981,24,Female,Business,3.27,7.2,3.0,5.1,2,4,False
2982,22,Male,Arts,3.2,5.8,6.2,2.6,60,6,True
2983,23,Female,Engineering,2.58,8.4,7.5,3.7,14,4,False
2984,19,Female,Science,3.28,9.3,4.9,5.3,12,4,False
2985,23,Male,Business,3.25,6.9,3.5,5.3,33,3,False
2986,24,Female,Business,2.15,7.9,6.1,5.1,12,4,True
2987,20,Female,Medical,2.54,6.4,1.1,1.2,70,5,False
2988,19,Male,Science,2.92,5.8,4.4,2.1,54,6,False
2989,18,Male,Business,3.32,7.0,1.7,1.1,38,6,False
2990,18,Male,Science,3.72,6.8,7.9,0.4,92,4,False
2991,18,Male,Medical,2.59,8.5,3.2,3.8,132,5,False
2992,19,Female,Science,3.47,7.3,7.8,7.6,123,2,False
2993,24,Female,Engineering,1.9,6.7,6.5,6.0,116,4,False
2994,19,Male,Medical,2.14,10.1,4.5,2.6,70,3,False
2995,23,Female,Medical,2.35,7.3,6.2,1.8,85,2,False
2996,21,Female,Engineering,2.05,7.0,3.5,4.2,71,5,False
2997,24,Male,Arts,3.1,4.2,2.9,3.3,145,8,False
2998,20,Male,Science,2.29,7.4,4.5,2.4,34,4,True
2999,22,Female,Arts,3.57,8.0,2.4,3.4,38,4,False
3000,19,Male,Arts,2.01,4.9,4.4,4.5,145,6,False
3001,24,Female,Business,3.36,3.7,6.1,2.1,4,6,False
3002,24,Female,Medical,3.18,6.4,6.2,4.7,113,4,False
3003,18,Female,Engineering,3.16,6.9,3.1,6.3,143,5,False
3004,19,Male,Engineering,2.99,6.3,4.0,0.7,56,3,True
3005,23,Female,Business,3.32,8.3,4.6,4.9,86,5,False
3006,19,Male,Science,2.47,7.5,2.9,4.8,20,5,True
3007,21,Female,Engineering,2.72,6.7,2.7,4.0,70,3,False
3008,23,Female,Arts,3.23,4.2,3.5,3.2,42,9,False
3009,18,Male,Arts,2.7,8.4,7.4,6.1,94,5,False
3010,18,Female,Business,2.28,8.7,6.0,4.3,111,3,False
3011,22,Male,Arts,3.06,6.7,4.8,4.0,53,4,False
3012,20,Male,Medical,2.46,10.5,5.6,3.3,49,3,False
3013,19,Male,Medical,3.76,7.1,4.0,2.7,69,3,False
3014,20,Male,Business,2.3,6.9,4.3,3.2,63,4,False
3015,20,Female,Medical,2.94,7.9,5.1,5.3,58,5,False
3016,21,Female,Business,2.07,7.4,3.4,2.1,129,5,False
3017,19,Female,Engineering,1.91,7.9,2.9,7.3,16,3,True
3018,23,Male,Engineering,3.0,4.4,6.2,2.8,129,8,True
3019,20,Female,Engineering,3.6,8.5,3.9,4.3,72,5,False
3020,19,Male,Science,2.14,6.2,4.9,4.1,52,4,True
3021,20,Male,Medical,3.26,9.6,2.8,1.8,69,3,False
3022,23,Male,Arts,2.62,6.5,3.0,3.6,119,5,False
3023,24,Male,Science,2.93,8.5,4.5,2.0,4,3,False
3024,20,Female,Business,2.46,8.5,3.7,4.6,13,4,False
3025,20,Female,Medical,3.2,8.2,7.1,3.0,50,5,False
3026,24,Male,Science,3.08,7.1,1.3,6.8,73,5,False
3027,22,Male,Arts,2.61,5.5,9.0,3.4,79,3,False
3028,19,Female,Arts,2.96,6.6,7.8,2.9,63,5,False
3029,19,Male,Medical,2.94,8.2,4.8,2.8,124,5,False
3030,23,Male,Business,2.37,8.0,2.1,3.9,123,3,False
3031,22,Male,Business,3.06,8.0,4.9,2.3,112,4,False
3032,18,Female,Business,2.29,6.8,2.5,6.0,4,4,False
3033,19,Female,Science,3.13,8.3,7.4,3.2,98,2,False
3034,23,Female,Engineering,3.05,6.1,3.5,3.8,40,5,False
3035,20,Male,Arts,2.77,10.6,6.4,1.9,104,4,False
3036,23,Male,Engineering,3.13,7.0,3.7,1.9,36,5,False
3037,23,Male,Arts,3.73,8.4,3.4,3.4,38,6,False
3038,23,Male,Business,3.22,9.3,2.7,7.1,75,3,False
3039,21,Female,Business,3.37,6.7,5.4,2.6,30,4,False
3040,20,Female,Engineering,3.41,7.2,3.1,3.2,79,2,False
3041,21,Male,Science,3.38,10.1,9.0,1.5,143,5,False
3042,24,Female,Medical,2.77,7.8,4.8,2.1,43,3,False
3043,19,Female,Business,2.7,6.2,6.1,4.2,9,5,False
3044,20,Female,Arts,3.87,5.8,7.7,2.0,86,5,False
3045,18,Female,Medical,3.97,5.8,11.2,1.7,126,4,False
3046,18,Female,Business,2.4,6.8,3.2,0.9,7,6,False
3047,18,Female,Business,3.78,10.1,0.4,5.0,148,5,False
3048,21,Female,Business,2.56,6.7,5.3,2.5,134,5,False
3049,24,Female,Medical,3.24,7.0,4.1,3.4,38,3,False
3050,22,Male,Business,2.79,6.9,4.0,3.9,93,4,False
3051,21,Male,Business,2.63,4.9,6.1,4.6,49,5,False
3052,22,Female,Engineering,3.35,7.0,8.6,0.6,52,3,False
3053,22,Female,Engineering,3.2,5.0,3.3,2.8,132,5,False
3054,20,Female,Science,3.73,4.3,4.7,3.8,104,7,False
3055,24,Male,Medical,2.88,4.3,4.2,3.9,36,7,False
3056,19,Female,Business,3.77,6.8,7.5,1.6,9,5,False
3057,21,Female,Medical,3.57,7.9,4.9,3.3,97,3,False
3058,18,Male,Science,2.61,8.7,4.3,5.3,59,6,False
3059,22,Male,Arts,2.12,10.5,4.9,1.5,43,6,False
3060,24,Female,Medical,3.77,8.1,2.7,3.6,8,3,False
3061,18,Female,Science,3.31,7.6,3.1,3.0,40,5,False
3062,23,Female,Business,3.28,7.6,4.0,4.4,139,5,False
3063,18,Male,Engineering,2.31,9.3,6.8,3.5,128,5,False
3064,24,Female,Science,2.02,6.5,3.5,4.2,42,6,False
3065,23,Female,Business,2.13,8.6,6.8,2.7,74,5,False
3066,21,Female,Arts,2.66,8.6,4.8,1.8,87,4,False
3067,18,Male,Arts,3.63,6.8,5.9,3.9,4,3,False
3068,22,Male,Engineering,2.55,6.0,2.8,4.6,139,5,False
3069,23,Male,Medical,2.07,5.6,1.4,4.4,34,6,True
3070,22,Female,Arts,2.98,6.4,5.2,5.0,39,4,False
3071,18,Male,Medical,3.78,7.0,3.0,3.6,4,4,False
3072,20,Male,Arts,3.37,5.5,3.4,2.6,36,5,False
3073,18,Female,Science,3.79,7.9,1.6,3.5,127,5,False
3074,19,Male,Business,2.29,8.3,4.7,2.3,66,3,False
3075,20,Female,Arts,2.26,4.7,5.7,6.2,59,7,False
3076,24,Female,Business,2.61,6.9,3.3,5.0,107,5,False
3077,24,Female,Medical,3.05,5.3,2.7,3.7,88,2,False
3078,23,Male,Engineering,2.4,4.8,0.6,3.6,110,5,False
3079,22,Female,Science,3.1,6.9,6.4,3.8,41,5,False
3080,20,Male,Medical,2.26,7.7,4.5,3.4,78,5,False
3081,20,Female,Engineering,2.32,6.7,5.1,0.6,24,3,False
3082,21,Female,Medical,2.03,4.3,2.0,4.5,125,4,False
3083,20,Male,Medical,2.7,8.2,4.3,3.8,122,4,False
3084,21,Male,Arts,3.71,7.8,2.4,3.8,120,4,False
3085,18,Female,Business,3.17,9.8,5.5,5.7,103,3,False
3086,19,Female,Science,2.11,5.8,0.3,5.3,144,3,True
3087,20,Male,Arts,2.79,9.3,2.7,3.6,54,6,False
3088,22,Female,Business,2.55,9.3,2.8,2.6,100,3,False
3089,20,Female,Science,2.65,7.9,3.5,2.0,64,5,False
3090,20,Male,Business,3.67,7.1,7.3,2.3,94,5,False
3091,22,Female,Medical,3.58,6.8,5.2,3.9,106,3,False
3092,23,Female,Science,2.81,8.0,2.0,2.9,98,3,False
3093,21,Female,Arts,3.05,7.8,5.7,7.4,129,5,False
3094,24,Male,Arts,3.63,6.6,5.9,5.0,27,3,False
3095,18,Male,Science,3.24,6.3,5.8,6.1,4,6,False
3096,19,Female,Medical,2.97,5.8,4.5,4.4,92,3,False
3097,22,Male,Science,3.62,5.1,3.3,5.2,2,3,False
3098,19,Female,Engineering,3.1,8.8,4.7,0.7,33,4,False
3099,18,Male,Arts,2.06,9.9,6.6,2.5,41,6,False
3100,22,Female,Engineering,3.02,5.8,7.5,5.4,78,4,False
3101,18,Female,Business,3.55,5.9,3.4,4.5,0,4,False
3102,21,Male,Business,2.24,11.0,5.7,4.7,85,3,False
3103,21,Male,Science,3.23,7.0,7.1,5.3,123,5,False
3104,24,Male,Business,2.21,4.5,6.9,5.3,39,6,False
3105,18,Female,Medical,2.53,11.1,4.5,2.5,41,6,False
3106,20,Male,Business,3.71,4.9,3.7,0.9,92,6,False
3107,23,Female,Science,2.8,5.2,5.1,1.6,18,3,False
3108,24,Female,Engineering,3.16,5.7,7.2,4.0,4,6,False
3109,22,Male,Science,3.39,6.3,5.5,4.3,82,2,False
3110,22,Female,Engineering,3.13,7.5,1.2,3.3,46,3,False
3111,23,Male,Business,2.35,4.1,8.3,4.9,80,4,False
3112,18,Female,Medical,3.44,7.9,5.4,4.4,26,4,False
3113,19,Female,Science,2.17,8.5,3.1,4.7,54,5,False
3114,21,Female,Medical,3.45,6.5,3.2,3.4,16,4,False
3115,22,Female,Engineering,3.24,7.1,2.9,4.1,110,4,False
3116,20,Male,Arts,2.62,7.4,6.0,6.2,62,5,False
3117,22,Female,Arts,3.41,7.1,2.9,4.9,39,5,False
3118,24,Male,Arts,2.98,4.0,0.0,3.3,115,5,False
3119,20,Female,Medical,3.63,6.6,4.1,3.7,113,3,False
3120,22,Male,Business,2.15,8.6,2.7,6.8,125,4,False
3121,23,Male,Business,2.19,5.6,6.7,2.9,47,5,False
3122,24,Female,Science,3.29,8.6,5.1,3.2,41,5,True
3123,24,Female,Arts,3.83,8.9,9.7,1.6,130,3,False
3124,24,Male,Engineering,2.6,3.7,2.0,5.5,82,6,False
3125,21,Male,Science,2.56,8.3,10.0,2.4,109,3,False
3126,23,Female,Arts,3.42,6.4,0.8,4.4,21,5,False
3127,22,Male,Engineering,3.14,7.0,5.3,3.4,16,5,False
3128,20,Female,Science,2.71,7.6,5.6,2.8,3,4,False
3129,20,Female,Science,3.55,7.0,3.4,4.0,130,2,False
3130,20,Female,Science,2.91,10.7,6.9,3.5,123,5,False
3131,22,Female,Medical,2.68,9.8,3.1,4.4,92,4,False
3132,24,Male,Medical,3.65,4.0,4.7,3.8,56,9,True
3133,18,Male,Medical,3.5,6.6,4.4,0.9,26,6,False
3134,21,Male,Science,3.64,5.1,8.8,4.0,83,3,False
3135,23,Male,Medical,4.0,5.6,7.3,4.1,66,2,False
3136,21,Male,Engineering,2.38,6.5,0.3,2.3,29,5,False
3137,22,Female,Medical,3.33,3.8,4.7,2.5,117,6,True
3138,18,Female,Science,2.43,6.0,4.1,0.3,84,2,False
3139,21,Male,Science,2.11,8.7,3.0,4.2,133,3,False
3140,18,Female,Science,2.71,7.5,3.7,1.8,47,6,False
3141,23,Male,Business,2.93,6.4,4.7,3.0,136,2,False
3142,18,Male,Business,2.38,8.7,6.4,4.6,87,3,False
3143,24,Female,Medical,3.34,7.2,6.5,3.5,40,6,False
3144,22,Female,Engineering,2.46,6.0,4.6,2.0,135,4,False
3145,18,Female,Arts,2.46,9.0,6.6,4.6,21,6,True
3146,24,Male,Engineering,2.4,6.0,4.8,1.7,124,2,False
3147,23,Male,Business,2.29,7.6,7.0,1.2,106,2,False
3148,23,Female,Arts,2.65,3.0,5.8,4.2,143,4,True
3149,22,Male,Science,2.38,9.0,0.9,2.8,28,5,True
3150,19,Female,Medical,2.31,9.4,6.5,1.8,61,3,False
3151,24,Male,Engineering,2.94,6.2,6.4,2.0,112,2,False
3152,20,Male,Science,2.7,5.6,9.2,4.2,0,5,False
3153,21,Male,Business,3.37,8.3,5.6,5.3,110,4,False
3154,22,Female,Arts,3.39,6.8,3.2,0.7,58,5,False
3155,19,Male,Business,2.31,8.2,3.7,0.5,51,4,True
3156,21,Male,Business,3.61,4.1,6.3,0.6,145,7,False
3157,20,Male,Engineering,2.76,6.6,7.1,4.9,42,5,False
3158,22,Female,Arts,3.64,7.2,8.5,0.0,31,6,False
3159,20,Male,Arts,2.8,8.2,5.3,3.7,116,5,False
3160,18,Male,Arts,3.12,8.3,5.9,3.9,72,5,False
3161,19,Female,Science,2.81,5.2,5.3,1.5,47,3,False
3162,24,Male,Medical,3.79,5.9,6.4,3.5,73,5,False
3163,21,Female,Business,2.22,7.7,4.6,3.6,104,4,False
3164,18,Male,Business,2.6,8.3,7.5,3.5,66,4,True
3165,19,Female,Medical,2.85,7.6,2.6,3.8,33,3,False
3166,24,Female,Engineering,2.86,3.3,5.1,3.4,75,7,False
3167,23,Female,Science,1.9,7.0,6.3,7.0,101,2,True
3168,18,Male,Engineering,3.23,8.0,5.5,3.6,14,6,False
3169,21,Male,Medical,3.28,6.2,4.3,2.6,79,5,False
3170,18,Male,Science,2.13,7.5,5.0,4.7,104,2,False
3171,23,Female,Business,2.85,7.9,7.4,5.0,54,3,False
3172,22,Male,Arts,3.28,8.4,5.5,2.0,105,5,False
3173,24,Female,Medical,3.55,8.6,5.8,2.0,13,5,False
3174,18,Female,Medical,3.01,6.3,0.0,5.7,77,2,True
3175,21,Female,Science,3.35,5.8,6.5,2.4,25,4,False
3176,19,Male,Science,3.53,5.8,6.4,4.6,111,2,False
3177,18,Female,Engineering,3.22,7.3,7.6,4.4,133,5,False
3178,22,Female,Medical,2.52,7.2,4.0,4.1,39,6,False
3179,22,Male,Medical,2.58,8.0,11.5,3.0,104,5,False
3180,21,Male,Arts,3.2,8.3,2.8,3.2,102,5,False
3181,24,Male,Arts,2.01,7.4,1.0,3.7,125,2,False
3182,18,Male,Medical,3.98,6.0,7.3,1.3,91,4,False
3183,23,Male,Business,2.91,6.8,3.5,4.7,136,3,False
3184,20,Male,Arts,3.26,7.9,3.8,3.0,140,3,False
3185,21,Female,Medical,2.62,6.2,5.7,6.0,24,3,False
3186,18,Male,Science,2.83,7.4,5.2,2.7,41,3,False
3187,23,Female,Arts,2.19,8.4,2.4,4.5,108,4,False
3188,19,Male,Business,2.07,7.2,6.1,4.8,148,4,False
3189,19,Female,Business,3.11,6.3,5.4,2.3,34,5,False
3190,19,Female,Engineering,2.6,8.0,4.3,1.0,141,5,False
3191,23,Female,Science,2.74,10.7,5.5,6.6,88,5,False
3192,21,Female,Medical,3.48,7.1,5.5,3.6,25,5,False
3193,21,Male,Science,3.59,3.6,5.9,2.1,93,6,False
3194,23,Female,Medical,2.59,6.3,3.1,7.2,3,6,False
3195,21,Male,Medical,3.23,6.9,4.4,3.1,54,6,False
3196,19,Female,Medical,1.95,3.2,6.2,3.1,138,5,False
3197,18,Male,Arts,2.8,7.3,6.0,0.0,3,6,False
3198,23,Female,Science,3.47,8.3,7.4,2.4,111,5,False
3199,23,Male,Science,3.06,6.0,0.0,3.2,123,2,False
3200,23,Male,Medical,3.26,7.2,5.5,3.9,81,3,False
3201,18,Female,Business,3.0,7.9,1.2,2.2,98,3,False
3202,18,Female,Engineering,3.07,8.4,5.2,4.0,93,5,False
3203,20,Female,Science,2.89,8.4,6.5,4.8,51,4,False
3204,22,Female,Business,3.6,9.1,7.8,3.5,141,4,False
3205,20,Female,Engineering,3.71,5.8,7.0,2.5,56,3,False
3206,19,Male,Science,3.63,5.7,0.9,3.6,0,4,True
3207,19,Male,Arts,2.79,8.8,6.3,5.1,65,2,False
3208,18,Female,Medical,3.59,6.6,3.2,0.6,141,3,False
3209,19,Female,Science,2.01,6.1,1.6,2.8,97,3,False
3210,21,Male,Medical,3.71,8.4,5.4,4.7,73,3,False
3211,21,Male,Science,3.68,7.7,2.5,4.5,87,3,False
3212,24,Female,Business,2.64,9.5,5.0,3.6,55,4,False
3213,24,Male,Business,2.69,7.2,5.6,3.7,121,5,False
3214,18,Male,Medical,2.12,6.3,1.9,4.3,127,4,True
3215,19,Female,Arts,2.14,6.8,1.7,4.0,104,4,True
3216,22,Female,Science,2.33,6.7,2.9,6.2,3,4,False
3217,19,Female,Arts,2.43,7.9,3.5,4.7,83,5,False
3218,18,Female,Business,3.81,7.5,7.4,4.7,88,2,True
3219,22,Male,Medical,3.0,6.9,4.1,3.7,44,5,True
3220,23,Female,Science,3.98,6.5,7.2,2.2,3,3,False
3221,23,Female,Science,3.58,5.4,4.6,4.9,29,3,False
3222,20,Male,Business,2.78,9.2,4.0,2.9,121,4,True
3223,24,Female,Engineering,2.81,9.5,10.4,5.8,107,4,False
3224,21,Female,Medical,2.33,6.7,2.7,3.3,9,3,True
3225,20,Male,Arts,3.31,8.5,6.0,4.3,138,4,False
3226,24,Male,Science,2.04,5.7,6.6,5.5,132,3,False
3227,21,Female,Arts,3.25,4.6,0.9,4.2,109,6,False
3228,18,Female,Science,3.71,8.5,0.7,0.0,28,4,False
3229,22,Female,Science,1.86,8.1,5.1,6.9,133,5,False
3230,18,Female,Business,3.73,7.1,4.1,3.4,112,4,False
3231,20,Female,Arts,3.18,7.9,5.3,0.5,121,3,False
3232,23,Female,Business,2.73,7.3,3.2,3.7,17,5,False
3233,22,Male,Business,3.39,8.7,6.9,5.5,104,5,False
3234,22,Male,Arts,2.89,5.5,6.2,1.2,0,3,True
3235,20,Male,Medical,2.51,7.7,0.9,2.4,122,2,False
3236,19,Female,Arts,3.21,6.8,2.6,3.8,100,3,False
3237,24,Female,Medical,3.27,5.5,7.0,3.4,125,3,False
3238,23,Female,Science,2.72,8.3,3.9,5.4,149,2,False
3239,24,Female,Medical,3.29,5.5,7.4,2.2,23,4,False
3240,22,Male,Medical,3.33,9.1,1.4,3.9,111,4,False
3241,21,Male,Business,3.75,8.0,5.9,4.2,95,3,False
3242,24,Female,Science,3.67,7.3,5.9,5.7,37,5,False
3243,22,Female,Science,3.69,6.0,1.3,4.2,129,5,False
3244,19,Female,Arts,3.46,8.6,2.2,5.7,44,5,False
3245,24,Female,Medical,2.66,7.0,4.6,2.5,3,5,False
3246,18,Male,Business,2.1,7.9,1.4,3.0,110,4,False
3247,20,Female,Arts,3.41,7.0,0.8,1.6,119,4,False
3248,24,Male,Business,3.75,6.8,4.0,1.0,55,6,False
3249,24,Female,Business,2.47,5.6,4.5,3.0,56,6,False
3250,18,Female,Arts,3.34,5.6,3.7,3.3,5,5,True
3251,18,Male,Medical,2.7,5.7,3.5,5.2,23,5,False
3252,23,Female,Engineering,3.45,9.0,3.8,1.3,14,3,False
3253,19,Female,Engineering,2.8,7.9,8.1,6.1,57,5,False
3254,19,Female,Science,2.52,5.4,5.5,6.1,132,4,False
3255,24,Female,Business,3.07,6.7,5.1,2.6,100,2,False
3256,19,Male,Medical,2.64,7.0,5.2,4.4,128,4,False
3257,19,Male,Arts,2.99,7.5,0.0,2.5,11,6,False
3258,24,Female,Business,2.44,7.3,5.6,3.1,83,3,True
3259,24,Male,Science,3.18,7.0,1.1,4.5,123,2,False
3260,24,Male,Arts,3.36,8.1,4.8,4.1,1,4,False
3261,23,Female,Science,3.21,6.3,6.4,2.2,50,3,False
3262,20,Female,Medical,2.47,9.3,5.8,3.2,24,6,True
3263,18,Male,Business,3.78,7.0,1.6,4.4,122,5,False
3264,19,Female,Business,2.51,6.5,7.7,0.0,115,5,False
3265,23,Male,Medical,2.21,8.1,3.8,3.2,143,3,False
3266,19,Male,Business,3.73,7.5,5.5,3.2,40,3,False
3267,20,Male,Business,3.49,8.9,3.8,2.8,137,4,False
3268,18,Male,Medical,2.84,9.2,5.1,5.6,149,5,False
3269,24,Female,Arts,2.84,10.2,7.4,2.5,20,5,False
3270,19,Female,Science,3.57,8.0,3.3,6.1,36,3,False
3271,19,Male,Business,3.37,6.5,5.4,3.4,29,4,False
3272,19,Male,Science,2.33,7.5,4.8,5.3,5,5,False
